transaction_id,transaction_date,drug_category,product_id,region,channel,customer_segment,units_sold,unit_price,gross_sales,discount_rate,discount_amount,net_sales,campaign_flag,month,quarter,average_selling_price
TXN-00016805,2024-02-12,Antihistamines,ANT-02,West,Hospital,Retail Chains,45,116.0,5219.86,0.1687,880.69,4339.17,0,2024-02,2024Q1,96.43
TXN-00024027,2024-02-12,Anticoagulants,ANT-05,East,Government,Independent Pharmacies,40,130.84,5233.59,0.38,1988.76,3244.82,0,2024-02,2024Q1,81.12
TXN-00024515,2024-02-12,Neurology,NEU-08,North,Hospital,Tier-1 Hospitals,19,72.45,1376.59,0.1743,239.88,1136.71,0,2024-02,2024Q1,59.83
TXN-00014135,2024-02-12,Vitamins,VIT-08,South,Hospital,Retail Chains,25,76.63,1915.66,0.0762,146.02,1769.64,0,2024-02,2024Q1,70.79
TXN-00007818,2024-02-12,Wound Care,WOU-05,West,Hospital,Public Health,22,66.02,1452.47,0.159,230.87,1221.59,0,2024-02,2024Q1,55.53
TXN-00024338,2024-02-13,Dermatology,DER-01,North,Hospital,Retail Chains,30,132.39,3971.56,0.0928,368.67,3602.89,0,2024-02,2024Q1,120.1
TXN-00009117,2024-02-13,Pediatrics,PED-03,North,Retail,Tier-1 Hospitals,15,73.64,1104.54,0.1501,165.75,938.79,0,2024-02,2024Q1,62.59
TXN-00018890,2024-02-13,Anti-malarial,ANT-06,South,Government,Tier-1 Hospitals,57,82.19,4685.08,0.2783,1304.06,3381.02,0,2024-02,2024Q1,59.32
TXN-00004025,2024-02-13,Minerals,MIN-07,West,Retail,Tier-1 Hospitals,16,61.12,977.86,0.1235,120.77,857.09,0,2024-02,2024Q1,53.57
TXN-00023509,2024-02-13,Geriatrics,GER-02,North,Retail,Tier-1 Hospitals,21,57.83,1214.46,0.38,461.49,752.96,0,2024-02,2024Q1,35.86
TXN-00004421,2024-02-13,Oral Rehydration,ORA-08,North,Retail,Tier-2 Clinics,60,98.49,5909.13,0.2973,1756.76,4152.37,0,2024-02,2024Q1,69.21
TXN-00001624,2024-02-13,Probiotics,PRO-06,North,Distributor,Tier-2 Clinics,63,110.77,6978.75,0.1323,922.96,6055.79,0,2024-02,2024Q1,96.12
TXN-00002277,2024-02-13,Diuretics,DIU-05,North,Retail,Tier-2 Clinics,28,122.37,3426.31,0.1657,567.82,2858.48,0,2024-02,2024Q1,102.09
TXN-00010422,2024-02-13,Anti-tubercular,ANT-06,West,Hospital,Specialty Centers,25,52.58,1314.44,0.2789,366.61,947.82,1,2024-02,2024Q1,37.91
TXN-00019747,2024-02-13,Liver Care,LIV-01,West,Retail,Tier-2 Clinics,25,114.5,2862.59,0.1081,309.4,2553.19,0,2024-02,2024Q1,102.13
TXN-00003552,2024-02-13,Ophthalmology,OPH-04,West,Hospital,Independent Pharmacies,17,68.64,1166.84,0.179,208.88,957.96,0,2024-02,2024Q1,56.35
TXN-00008621,2024-02-13,Antifungals,ANT-02,South,Distributor,Independent Pharmacies,44,78.63,3459.7,0.38,1314.69,2145.01,0,2024-02,2024Q1,48.75
TXN-00016121,2024-02-13,Hypertension,HYP-05,South,Retail,Retail Chains,30,58.16,1744.76,0.2146,374.38,1370.38,1,2024-02,2024Q1,45.68
TXN-00002353,2024-02-13,Nephrology,NEP-08,North,Retail,Retail Chains,24,46.06,1105.37,0.0927,102.45,1002.92,0,2024-02,2024Q1,41.79
TXN-00014934,2024-02-13,Smoking Cessation,SMO-03,South,Government,Tier-1 Hospitals,62,117.31,7273.48,0.38,2763.92,4509.56,0,2024-02,2024Q1,72.73
TXN-00014206,2024-02-13,Hepatology,HEP-05,Central,Hospital,Tier-2 Clinics,5,45.23,226.15,0.2468,55.82,170.33,0,2024-02,2024Q1,34.07
TXN-00019602,2024-02-13,Probiotics,PRO-05,West,Hospital,Tier-1 Hospitals,40,94.97,3798.83,0.1779,675.95,3122.88,0,2024-02,2024Q1,78.07
TXN-00014190,2024-02-13,Gastrointestinal,GAS-04,North,Hospital,Public Health,16,62.67,1002.66,0.1466,147.02,855.65,0,2024-02,2024Q1,53.48
TXN-00015646,2024-02-13,Antidiabetics,ANT-06,East,Retail,Public Health,20,55.15,1103.0,0.1586,174.93,928.07,0,2024-02,2024Q1,46.4
TXN-00022230,2024-02-13,Dental Care,DEN-06,West,Retail,Retail Chains,32,95.44,3053.94,0.1578,481.83,2572.11,0,2024-02,2024Q1,80.38
TXN-00012571,2024-02-13,Urology,URO-04,East,Distributor,Tier-1 Hospitals,18,93.16,1676.83,0.11,184.53,1492.3,0,2024-02,2024Q1,82.91
TXN-00001952,2024-02-13,ENT,ENT-01,East,Hospital,Independent Pharmacies,27,57.92,1563.76,0.0684,106.91,1456.85,0,2024-02,2024Q1,53.96
TXN-00011724,2024-02-13,Weight Management,WEI-05,West,Retail,Tier-1 Hospitals,38,79.59,3024.5,0.1409,426.17,2598.33,0,2024-02,2024Q1,68.38
TXN-00005014,2024-02-13,Pediatrics,PED-02,South,Hospital,Tier-2 Clinics,15,72.75,1091.19,0.2664,290.67,800.52,0,2024-02,2024Q1,53.37
TXN-00007457,2024-02-13,Dental Care,DEN-04,East,Retail,Independent Pharmacies,39,104.73,4084.5,0.2416,986.62,3097.87,0,2024-02,2024Q1,79.43
TXN-00014387,2024-02-13,Antihistamines,ANT-06,North,Hospital,Independent Pharmacies,42,103.78,4358.73,0.2455,1069.93,3288.8,0,2024-02,2024Q1,78.3
TXN-00007812,2024-02-13,Pain Management,PAI-07,East,Retail,Retail Chains,28,187.49,5249.68,0.1941,1018.71,4230.96,0,2024-02,2024Q1,151.11
TXN-00017820,2024-02-13,Dental Care,DEN-04,West,Retail,Independent Pharmacies,31,115.14,3569.45,0.0847,302.42,3267.03,0,2024-02,2024Q1,105.39
TXN-00023158,2024-02-13,Critical Care,CRI-07,South,Retail,Independent Pharmacies,28,83.42,2335.87,0.2315,540.75,1795.12,0,2024-02,2024Q1,64.11
TXN-00005375,2024-02-13,Renal Care,REN-06,North,Online,Retail Chains,16,63.55,1016.76,0.2389,242.93,773.83,0,2024-02,2024Q1,48.36
TXN-00004037,2024-02-13,Oral Rehydration,ORA-05,West,Online,Retail Chains,27,102.5,2767.51,0.3342,924.93,1842.58,0,2024-02,2024Q1,68.24
TXN-00010964,2024-02-14,Hypertension,HYP-01,West,Hospital,Tier-1 Hospitals,23,55.81,1283.73,0.1536,197.24,1086.48,0,2024-02,2024Q1,47.24
TXN-00000634,2024-02-14,Anti-malarial,ANT-06,South,Retail,Public Health,27,77.21,2084.64,0.0731,152.38,1932.27,0,2024-02,2024Q1,71.57
TXN-00020772,2024-02-14,Anti-malarial,ANT-08,North,Retail,Independent Pharmacies,28,72.83,2039.13,0.0754,153.73,1885.4,0,2024-02,2024Q1,67.34
TXN-00012732,2024-02-14,Women Health,WOM-07,West,Retail,Retail Chains,15,73.08,1096.19,0.2417,264.97,831.23,0,2024-02,2024Q1,55.42
TXN-00000779,2024-02-14,Respiratory,RES-04,South,Retail,Independent Pharmacies,21,44.2,928.23,0.2125,197.3,730.94,0,2024-02,2024Q1,34.81
TXN-00003083,2024-02-14,Wound Care,WOU-02,West,Distributor,Tier-1 Hospitals,20,60.82,1216.48,0.2643,321.56,894.92,0,2024-02,2024Q1,44.75
TXN-00020259,2024-02-14,Dental Care,DEN-02,North,Retail,Tier-1 Hospitals,39,109.17,4257.44,0.0606,257.86,3999.57,0,2024-02,2024Q1,102.55
TXN-00019754,2024-02-14,Hepatology,HEP-06,North,Retail,Tier-2 Clinics,2,47.44,94.87,0.2307,21.89,72.99,0,2024-02,2024Q1,36.49
TXN-00023611,2024-02-14,Respiratory,RES-06,East,Hospital,Retail Chains,27,48.04,1297.18,0.3526,457.34,839.84,1,2024-02,2024Q1,31.11
TXN-00012428,2024-02-14,Antifungals,ANT-07,West,Retail,Retail Chains,30,81.3,2438.9,0.063,153.59,2285.31,0,2024-02,2024Q1,76.18
TXN-00012650,2024-02-14,ENT,ENT-02,North,Distributor,Tier-2 Clinics,30,50.12,1503.56,0.313,470.67,1032.9,1,2024-02,2024Q1,34.43
TXN-00006347,2024-02-14,Cardiology,CAR-01,Central,Distributor,Retail Chains,21,62.79,1318.61,0.1023,134.95,1183.67,0,2024-02,2024Q1,56.37
TXN-00006574,2024-02-14,Anti-malarial,ANT-02,West,Hospital,Tier-1 Hospitals,39,71.86,2802.39,0.1774,497.16,2305.23,0,2024-02,2024Q1,59.11
TXN-00005138,2024-02-14,Dermatology,DER-05,West,Retail,Tier-2 Clinics,34,115.12,3913.92,0.0951,372.08,3541.84,0,2024-02,2024Q1,104.17
TXN-00023192,2024-02-14,Fertility,FER-01,West,Online,Independent Pharmacies,14,81.07,1135.01,0.1206,136.89,998.12,0,2024-02,2024Q1,71.29
TXN-00004770,2024-02-14,Neurology,NEU-04,East,Hospital,Retail Chains,17,82.32,1399.5,0.1656,231.76,1167.74,0,2024-02,2024Q1,68.69
TXN-00001537,2024-02-14,Diagnostic Aids,DIA-04,East,Distributor,Tier-2 Clinics,24,79.19,1900.55,0.1461,277.72,1622.84,0,2024-02,2024Q1,67.62
TXN-00003648,2024-02-14,Dental Care,DEN-01,Central,Hospital,Independent Pharmacies,45,114.81,5166.29,0.2263,1169.07,3997.22,0,2024-02,2024Q1,88.83
TXN-00000515,2024-02-14,Rheumatology,RHE-01,East,Hospital,Independent Pharmacies,27,51.62,1393.86,0.1597,222.54,1171.32,0,2024-02,2024Q1,43.38
TXN-00016363,2024-02-14,Gastrointestinal,GAS-02,South,Distributor,Independent Pharmacies,12,60.0,719.95,0.2326,167.5,552.46,0,2024-02,2024Q1,46.04
TXN-00000575,2024-02-14,Anti-tubercular,ANT-06,West,Retail,Public Health,21,56.37,1183.76,0.1374,162.68,1021.08,0,2024-02,2024Q1,48.62
TXN-00002697,2024-02-14,Hormonal Therapy,HOR-06,Central,Hospital,Independent Pharmacies,19,56.56,1074.69,0.3353,360.3,714.39,0,2024-02,2024Q1,37.6
TXN-00002146,2024-02-14,Dermatology,DER-02,East,Distributor,Public Health,35,98.08,3432.95,0.2548,874.85,2558.1,0,2024-02,2024Q1,73.09
TXN-00018605,2024-02-14,Weight Management,WEI-02,South,Hospital,Retail Chains,31,75.16,2329.95,0.1974,459.82,1870.13,0,2024-02,2024Q1,60.33
TXN-00002665,2024-02-14,Medical Nutrition,MED-02,West,Retail,Independent Pharmacies,25,51.82,1295.48,0.0645,83.56,1211.92,0,2024-02,2024Q1,48.48
TXN-00011174,2024-02-14,Smoking Cessation,SMO-08,West,Retail,Independent Pharmacies,37,106.39,3936.38,0.1171,461.03,3475.35,0,2024-02,2024Q1,93.93
TXN-00004549,2024-02-14,Gastrointestinal,GAS-07,East,Retail,Tier-1 Hospitals,18,51.32,923.83,0.0682,62.98,860.85,0,2024-02,2024Q1,47.82
TXN-00003901,2024-02-14,Renal Care,REN-01,West,Distributor,Retail Chains,34,62.24,2116.11,0.2205,466.68,1649.43,0,2024-02,2024Q1,48.51
TXN-00015954,2024-02-14,Endocrinology,END-04,North,Retail,Specialty Centers,21,91.63,1924.14,0.1596,307.07,1617.07,0,2024-02,2024Q1,77.0
TXN-00013495,2024-02-14,Weight Management,WEI-07,North,Retail,Tier-1 Hospitals,38,63.43,2410.18,0.19,457.88,1952.3,0,2024-02,2024Q1,51.38
TXN-00020944,2024-02-14,Vaccines,VAC-02,West,Retail,Tier-2 Clinics,24,68.74,1649.76,0.1302,214.86,1434.9,0,2024-02,2024Q1,59.79
TXN-00021267,2024-02-14,Anti-inflammatory,ANT-07,North,Retail,Tier-2 Clinics,20,55.46,1109.23,0.1125,124.76,984.46,0,2024-02,2024Q1,49.22
TXN-00001053,2024-02-14,Anti-tubercular,ANT-02,West,Retail,Independent Pharmacies,10,56.82,568.18,0.1419,80.62,487.55,0,2024-02,2024Q1,48.76
TXN-00020198,2024-02-14,Anticoagulants,ANT-01,North,Distributor,Tier-1 Hospitals,31,120.72,3742.29,0.1249,467.51,3274.78,0,2024-02,2024Q1,105.64
TXN-00001689,2024-02-15,Minerals,MIN-07,South,Online,Public Health,9,57.65,518.86,0.2421,125.63,393.23,1,2024-02,2024Q1,43.69
TXN-00013391,2024-02-15,Endocrinology,END-07,South,Hospital,Retail Chains,33,103.37,3411.06,0.1578,538.12,2872.94,0,2024-02,2024Q1,87.06
TXN-00021443,2024-02-15,Smoking Cessation,SMO-02,North,Hospital,Tier-2 Clinics,49,92.15,4515.29,0.1113,502.38,4012.91,0,2024-02,2024Q1,81.9
TXN-00013372,2024-02-15,Oncology Support,ONC-06,West,Distributor,Public Health,3,68.73,206.18,0.3734,77.0,129.18,0,2024-02,2024Q1,43.06
TXN-00013932,2024-02-15,Rheumatology,RHE-07,East,Retail,Retail Chains,18,40.67,732.01,0.2291,167.7,564.32,0,2024-02,2024Q1,31.35
TXN-00013292,2024-02-15,Bone Health,BON-07,South,Government,Retail Chains,46,39.15,1800.68,0.38,684.26,1116.42,1,2024-02,2024Q1,24.27
TXN-00006792,2024-02-15,Fertility,FER-05,South,Distributor,Retail Chains,38,67.01,2546.48,0.2129,542.07,2004.41,0,2024-02,2024Q1,52.75
TXN-00005580,2024-02-15,Oral Rehydration,ORA-05,North,Distributor,Specialty Centers,79,89.71,7086.78,0.1601,1134.61,5952.17,0,2024-02,2024Q1,75.34
TXN-00006525,2024-02-15,Rheumatology,RHE-02,South,Hospital,Tier-1 Hospitals,43,52.8,2270.38,0.1256,285.12,1985.26,0,2024-02,2024Q1,46.17
TXN-00007580,2024-02-15,Anesthesia,ANE-02,West,Hospital,Retail Chains,24,72.68,1744.38,0.1718,299.75,1444.64,0,2024-02,2024Q1,60.19
TXN-00021383,2024-02-15,Cardiology,CAR-05,North,Distributor,Independent Pharmacies,28,64.26,1799.16,0.3503,630.31,1168.85,1,2024-02,2024Q1,41.74
TXN-00001166,2024-02-15,Endocrinology,END-03,South,Retail,Tier-2 Clinics,22,86.3,1898.5,0.1609,305.4,1593.1,0,2024-02,2024Q1,72.41
TXN-00017191,2024-02-15,Critical Care,CRI-07,West,Online,Independent Pharmacies,11,76.68,843.52,0.0578,48.71,794.81,0,2024-02,2024Q1,72.26
TXN-00021694,2024-02-15,Anti-inflammatory,ANT-08,East,Distributor,Independent Pharmacies,21,51.02,1071.42,0.1029,110.3,961.12,0,2024-02,2024Q1,45.77
TXN-00024157,2024-02-15,Oral Rehydration,ORA-06,West,Distributor,Retail Chains,41,90.25,3700.1,0.2144,793.28,2906.82,0,2024-02,2024Q1,70.9
TXN-00021626,2024-02-15,Ophthalmology,OPH-02,North,Government,Retail Chains,24,65.3,1567.25,0.1413,221.38,1345.87,0,2024-02,2024Q1,56.08
TXN-00013917,2024-02-15,ENT,ENT-03,North,Government,Independent Pharmacies,31,58.16,1803.09,0.2568,463.03,1340.06,0,2024-02,2024Q1,43.23
TXN-00005778,2024-02-15,Anti-malarial,ANT-07,South,Retail,Independent Pharmacies,60,70.86,4251.55,0.217,922.79,3328.75,1,2024-02,2024Q1,55.48
TXN-00023925,2024-02-15,Antihistamines,ANT-01,North,Distributor,Tier-1 Hospitals,33,104.64,3453.1,0.1297,447.92,3005.18,0,2024-02,2024Q1,91.07
TXN-00021914,2024-02-15,Minerals,MIN-08,West,Retail,Tier-2 Clinics,21,53.69,1127.47,0.1221,137.61,989.86,0,2024-02,2024Q1,47.14
TXN-00023589,2024-02-15,Antifungals,ANT-08,Central,Retail,Public Health,23,85.26,1960.97,0.2749,539.11,1421.87,1,2024-02,2024Q1,61.82
TXN-00021714,2024-02-15,Minerals,MIN-01,East,Online,Independent Pharmacies,13,55.74,724.66,0.0663,48.06,676.59,0,2024-02,2024Q1,52.05
TXN-00009474,2024-02-15,Smoking Cessation,SMO-02,East,Distributor,Tier-2 Clinics,78,98.16,7656.36,0.2671,2045.35,5611.01,0,2024-02,2024Q1,71.94
TXN-00009668,2024-02-15,Anti-inflammatory,ANT-08,Central,Online,Independent Pharmacies,12,49.21,590.52,0.2442,144.22,446.3,1,2024-02,2024Q1,37.19
TXN-00024935,2024-02-15,Emergency Care,EME-05,West,Distributor,Retail Chains,39,58.07,2264.72,0.128,289.96,1974.77,0,2024-02,2024Q1,50.64
TXN-00006436,2024-02-15,Vitamins,VIT-06,North,Online,Independent Pharmacies,18,75.08,1351.45,0.1053,142.35,1209.1,0,2024-02,2024Q1,67.17
TXN-00012107,2024-02-15,Medical Nutrition,MED-06,West,Distributor,Tier-1 Hospitals,31,48.56,1505.27,0.2307,347.27,1158.0,1,2024-02,2024Q1,37.35
TXN-00010782,2024-02-15,Endocrinology,END-01,South,Distributor,Tier-1 Hospitals,35,78.09,2733.2,0.2401,656.36,2076.84,0,2024-02,2024Q1,59.34
TXN-00022081,2024-02-15,Ophthalmology,OPH-04,South,Retail,Tier-2 Clinics,18,69.9,1258.25,0.1136,142.93,1115.32,0,2024-02,2024Q1,61.96
TXN-00005413,2024-02-15,Antihistamines,ANT-07,Central,Hospital,Independent Pharmacies,41,103.58,4246.62,0.0654,277.93,3968.69,0,2024-02,2024Q1,96.8
TXN-00015596,2024-02-15,Anti-inflammatory,ANT-07,East,Retail,Independent Pharmacies,21,60.35,1267.33,0.2146,271.93,995.39,0,2024-02,2024Q1,47.4
TXN-00007235,2024-02-15,Smoking Cessation,SMO-01,North,Hospital,Retail Chains,72,118.52,8533.55,0.3286,2804.01,5729.54,0,2024-02,2024Q1,79.58
TXN-00012926,2024-02-15,Urology,URO-08,East,Retail,Specialty Centers,10,83.87,838.68,0.0758,63.59,775.09,0,2024-02,2024Q1,77.51
TXN-00010305,2024-02-15,Dermatology,DER-02,West,Distributor,Independent Pharmacies,39,121.35,4732.52,0.3066,1451.17,3281.35,0,2024-02,2024Q1,84.14
TXN-00018617,2024-02-16,Antihistamines,ANT-07,Central,Hospital,Specialty Centers,43,99.91,4296.06,0.1337,574.55,3721.51,0,2024-02,2024Q1,86.55
TXN-00009195,2024-02-16,Antivirals,ANT-07,South,Retail,Retail Chains,23,64.97,1494.42,0.1186,177.26,1317.15,0,2024-02,2024Q1,57.27
TXN-00018328,2024-02-16,Rare Disease,RAR-02,South,Online,Specialty Centers,28,112.49,3149.71,0.1105,348.13,2801.58,0,2024-02,2024Q1,100.06
TXN-00010084,2024-02-16,Antivirals,ANT-04,East,Distributor,Specialty Centers,16,61.71,987.3,0.1183,116.81,870.49,0,2024-02,2024Q1,54.41
TXN-00004860,2024-02-16,ENT,ENT-04,North,Distributor,Independent Pharmacies,20,55.43,1108.56,0.2429,269.32,839.24,0,2024-02,2024Q1,41.96
TXN-00019211,2024-02-16,Allergy,ALL-04,South,Government,Retail Chains,31,56.65,1756.08,0.3493,613.31,1142.77,0,2024-02,2024Q1,36.86
TXN-00005695,2024-02-16,Pediatrics,PED-04,West,Distributor,Tier-1 Hospitals,21,68.51,1438.8,0.1547,222.61,1216.19,0,2024-02,2024Q1,57.91
TXN-00010570,2024-02-16,Anesthesia,ANE-08,North,Government,Specialty Centers,17,72.53,1232.95,0.3386,417.53,815.42,0,2024-02,2024Q1,47.97
TXN-00019622,2024-02-16,Rare Disease,RAR-08,South,Distributor,Tier-2 Clinics,69,116.94,8068.62,0.2485,2004.8,6063.83,0,2024-02,2024Q1,87.88
TXN-00017865,2024-02-16,Anti-inflammatory,ANT-02,West,Retail,Public Health,16,50.15,802.36,0.2134,171.25,631.11,0,2024-02,2024Q1,39.44
TXN-00012950,2024-02-16,Weight Management,WEI-07,South,Distributor,Tier-2 Clinics,31,76.18,2361.73,0.1415,334.12,2027.61,0,2024-02,2024Q1,65.41
TXN-00007141,2024-02-16,Wound Care,WOU-07,West,Online,Independent Pharmacies,17,70.23,1193.84,0.2023,241.49,952.36,1,2024-02,2024Q1,56.02
TXN-00020346,2024-02-16,Antifungals,ANT-08,West,Retail,Independent Pharmacies,23,85.52,1967.02,0.1046,205.83,1761.19,0,2024-02,2024Q1,76.57
TXN-00005796,2024-02-16,Anticoagulants,ANT-01,Central,Retail,Retail Chains,24,107.34,2576.18,0.1141,293.97,2282.21,0,2024-02,2024Q1,95.09
TXN-00016140,2024-02-16,Gastrointestinal,GAS-03,East,Distributor,Tier-1 Hospitals,23,42.77,983.61,0.0978,96.23,887.39,0,2024-02,2024Q1,38.58
TXN-00009089,2024-02-16,Dental Care,DEN-08,North,Online,Independent Pharmacies,21,113.43,2382.04,0.1402,333.93,2048.11,0,2024-02,2024Q1,97.53
TXN-00010108,2024-02-16,ENT,ENT-08,Central,Distributor,Public Health,21,52.73,1107.4,0.1319,146.07,961.34,0,2024-02,2024Q1,45.78
TXN-00008595,2024-02-16,Smoking Cessation,SMO-06,North,Hospital,Independent Pharmacies,54,106.2,5734.59,0.2849,1633.83,4100.76,0,2024-02,2024Q1,75.94
TXN-00005452,2024-02-16,Rheumatology,RHE-07,West,Distributor,Retail Chains,33,47.71,1574.45,0.3285,517.25,1057.2,0,2024-02,2024Q1,32.04
TXN-00001968,2024-02-16,Dental Care,DEN-06,West,Government,Specialty Centers,84,111.03,9326.21,0.1555,1450.55,7875.65,0,2024-02,2024Q1,93.76
TXN-00015810,2024-02-16,Nephrology,NEP-05,North,Hospital,Independent Pharmacies,34,54.5,1853.11,0.1632,302.39,1550.72,0,2024-02,2024Q1,45.61
TXN-00011161,2024-02-16,Pain Management,PAI-08,North,Hospital,Tier-2 Clinics,32,156.64,5012.55,0.0634,317.96,4694.59,0,2024-02,2024Q1,146.71
TXN-00001293,2024-02-16,Anti-malarial,ANT-06,South,Hospital,Independent Pharmacies,46,70.35,3236.22,0.149,482.06,2754.16,0,2024-02,2024Q1,59.87
TXN-00010065,2024-02-16,Bone Health,BON-07,West,Online,Retail Chains,21,33.75,708.79,0.1681,119.16,589.64,1,2024-02,2024Q1,28.08
TXN-00020420,2024-02-16,Renal Care,REN-08,South,Retail,Specialty Centers,22,64.21,1412.71,0.2034,287.39,1125.32,1,2024-02,2024Q1,51.15
TXN-00016826,2024-02-16,Liver Care,LIV-04,North,Retail,Tier-2 Clinics,24,122.18,2932.32,0.1576,462.03,2470.28,0,2024-02,2024Q1,102.93
TXN-00014458,2024-02-16,Cardiology,CAR-08,North,Government,Tier-2 Clinics,28,64.2,1797.46,0.297,533.9,1263.56,0,2024-02,2024Q1,45.13
TXN-00002052,2024-02-16,Probiotics,PRO-02,South,Retail,Tier-2 Clinics,35,104.99,3674.49,0.2562,941.48,2733.01,0,2024-02,2024Q1,78.09
TXN-00005999,2024-02-16,Endocrinology,END-08,South,Retail,Tier-2 Clinics,36,86.14,3100.99,0.1813,562.22,2538.77,0,2024-02,2024Q1,70.52
TXN-00012205,2024-02-17,Weight Management,WEI-04,South,Online,Tier-2 Clinics,23,86.36,1986.32,0.1617,321.1,1665.22,0,2024-02,2024Q1,72.4
TXN-00007748,2024-02-17,Fertility,FER-01,West,Distributor,Independent Pharmacies,33,77.54,2558.76,0.2312,591.71,1967.06,0,2024-02,2024Q1,59.61
TXN-00015727,2024-02-17,Gastrointestinal,GAS-05,East,Online,Independent Pharmacies,6,60.81,364.89,0.1207,44.04,320.85,0,2024-02,2024Q1,53.48
TXN-00007013,2024-02-17,Rare Disease,RAR-03,South,Hospital,Tier-1 Hospitals,54,99.73,5385.67,0.206,1109.19,4276.47,0,2024-02,2024Q1,79.19
TXN-00010641,2024-02-17,Antihistamines,ANT-01,Central,Retail,Tier-1 Hospitals,32,116.62,3731.86,0.1876,700.16,3031.7,0,2024-02,2024Q1,94.74
TXN-00020228,2024-02-17,Cough Cold,COU-06,West,Retail,Tier-2 Clinics,10,64.95,649.52,0.0449,29.15,620.37,0,2024-02,2024Q1,62.04
TXN-00000620,2024-02-17,Weight Management,WEI-08,West,Hospital,Retail Chains,28,81.37,2278.24,0.2131,485.5,1792.74,0,2024-02,2024Q1,64.03
TXN-00005495,2024-02-17,Rare Disease,RAR-08,West,Retail,Retail Chains,44,110.11,4844.78,0.2134,1033.86,3810.93,0,2024-02,2024Q1,86.61
TXN-00024565,2024-02-17,Geriatrics,GER-03,Central,Distributor,Retail Chains,20,50.38,1007.68,0.1453,146.37,861.31,0,2024-02,2024Q1,43.07
TXN-00024810,2024-02-17,Anti-malarial,ANT-08,Central,Distributor,Public Health,47,72.13,3390.32,0.1846,625.72,2764.6,0,2024-02,2024Q1,58.82
TXN-00022805,2024-02-17,Urology,URO-03,East,Hospital,Independent Pharmacies,23,79.98,1839.48,0.169,310.93,1528.55,1,2024-02,2024Q1,66.46
TXN-00017879,2024-02-17,Smoking Cessation,SMO-04,North,Hospital,Retail Chains,53,100.5,5326.45,0.0781,415.91,4910.53,0,2024-02,2024Q1,92.65
TXN-00006003,2024-02-17,Liver Care,LIV-03,East,Hospital,Tier-2 Clinics,27,142.01,3834.15,0.0755,289.5,3544.64,0,2024-02,2024Q1,131.28
TXN-00017393,2024-02-17,Urology,URO-01,North,Distributor,Tier-2 Clinics,19,76.52,1453.81,0.2728,396.61,1057.2,0,2024-02,2024Q1,55.64
TXN-00011358,2024-02-17,Critical Care,CRI-05,West,Hospital,Public Health,19,74.07,1407.31,0.2645,372.2,1035.11,0,2024-02,2024Q1,54.48
TXN-00018566,2024-02-17,Pediatrics,PED-08,South,Government,Independent Pharmacies,30,71.24,2137.2,0.1758,375.7,1761.49,0,2024-02,2024Q1,58.72
TXN-00005228,2024-02-17,Ophthalmology,OPH-04,West,Retail,Retail Chains,11,62.08,682.85,0.1468,100.24,582.61,0,2024-02,2024Q1,52.96
TXN-00001495,2024-02-17,Antidiabetics,ANT-05,North,Online,Independent Pharmacies,20,66.16,1323.17,0.38,502.8,820.36,0,2024-02,2024Q1,41.02
TXN-00017706,2024-02-17,Rheumatology,RHE-05,South,Distributor,Retail Chains,25,46.8,1170.05,0.1611,188.48,981.57,0,2024-02,2024Q1,39.26
TXN-00014380,2024-02-17,Antihistamines,ANT-02,South,Distributor,Independent Pharmacies,53,114.64,6075.92,0.1274,773.92,5302.0,0,2024-02,2024Q1,100.04
TXN-00002962,2024-02-17,Bone Health,BON-08,North,Retail,Retail Chains,25,36.5,912.52,0.1026,93.59,818.93,0,2024-02,2024Q1,32.76
TXN-00015348,2024-02-17,Anticoagulants,ANT-02,East,Retail,Tier-1 Hospitals,18,124.64,2243.56,0.0965,216.44,2027.12,0,2024-02,2024Q1,112.62
TXN-00010608,2024-02-17,Emergency Care,EME-07,West,Hospital,Tier-2 Clinics,36,60.67,2184.11,0.2226,486.14,1697.97,0,2024-02,2024Q1,47.17
TXN-00008682,2024-02-17,Weight Management,WEI-02,North,Online,Tier-2 Clinics,26,82.3,2139.68,0.1724,368.85,1770.83,1,2024-02,2024Q1,68.11
TXN-00008995,2024-02-17,Vaccines,VAC-05,North,Hospital,Tier-2 Clinics,16,65.21,1043.35,0.0743,77.54,965.81,0,2024-02,2024Q1,60.36
TXN-00010268,2024-02-17,ENT,ENT-03,North,Retail,Retail Chains,14,53.54,749.54,0.1121,83.99,665.56,0,2024-02,2024Q1,47.54
TXN-00021916,2024-02-17,Hypertension,HYP-06,West,Online,Independent Pharmacies,22,54.36,1195.88,0.2345,280.47,915.41,0,2024-02,2024Q1,41.61
TXN-00017256,2024-02-17,Rheumatology,RHE-06,South,Retail,Tier-1 Hospitals,17,46.84,796.3,0.133,105.93,690.37,1,2024-02,2024Q1,40.61
TXN-00019121,2024-02-17,Dental Care,DEN-07,West,Government,Retail Chains,70,105.89,7412.58,0.2717,2013.73,5398.85,1,2024-02,2024Q1,77.13
TXN-00019690,2024-02-18,Liver Care,LIV-05,North,Hospital,Specialty Centers,28,125.1,3502.87,0.1145,401.2,3101.67,0,2024-02,2024Q1,110.77
TXN-00007589,2024-02-18,Respiratory,RES-03,West,Retail,Retail Chains,27,54.03,1458.93,0.2071,302.14,1156.79,0,2024-02,2024Q1,42.84
