transaction_id,transaction_date,drug_category,product_id,region,channel,customer_segment,units_sold,unit_price,gross_sales,discount_rate,discount_amount,net_sales,campaign_flag
TXN-00011580,2024-02-23,Antibiotics,ANT-06,West,Distributor,Public Health,43,49.48,2127.49,0.38,808.45,1319.04,0
TXN-00007231,2024-02-23,Anesthesia,ANE-05,West,Distributor,Specialty Centers,13,35.04,455.53,0.185,84.29,371.24,0
TXN-00018509,2024-02-23,Geriatrics,GER-06,South,Government,Retail Chains,61,28.42,1733.71,0.1958,339.39,1394.32,0
TXN-00009769,2024-02-23,Dermatology,DER-04,Central,Online,Public Health,10,33.84,338.42,0.2924,98.96,239.46,0
TXN-00009023,2024-02-23,Cardiology,CAR-08,East,Distributor,Retail Chains,17,73.16,1243.74,0.273,339.49,904.25,1
TXN-00014472,2024-02-23,Antivirals,ANT-04,South,Distributor,Independent Pharmacies,8,32.52,260.18,0.339,88.21,171.97,0
TXN-00007048,2024-02-23,Hypertension,HYP-05,East,Hospital,Tier-2 Clinics,39,68.04,2653.4,0.178,472.32,2181.09,0
TXN-00013963,2024-02-23,Antivirals,ANT-03,West,Government,Retail Chains,12,35.86,430.33,0.2159,92.9,337.43,0
TXN-00004772,2024-02-23,Anti-malarial,ANT-04,North,Hospital,Specialty Centers,35,28.34,991.75,0.1956,194.03,797.72,0
TXN-00021122,2024-02-23,Antihistamines,ANT-05,Central,Retail,Retail Chains,35,55.94,1957.78,0.1777,347.89,1609.88,0
TXN-00015845,2024-02-23,Antifungals,ANT-07,West,Hospital,Tier-2 Clinics,32,53.49,1711.81,0.2406,411.86,1299.95,0
TXN-00015145,2024-02-24,Antidiabetics,ANT-01,East,Hospital,Independent Pharmacies,54,107.75,5818.63,0.2683,1560.86,4257.78,0
TXN-00023303,2024-02-24,Diuretics,DIU-05,West,Distributor,Tier-1 Hospitals,6,44.3,265.81,0.2789,74.14,191.67,0
TXN-00013460,2024-02-24,Antihistamines,ANT-01,Central,Hospital,Tier-1 Hospitals,38,54.5,2071.04,0.1141,236.23,1834.8,0
TXN-00014350,2024-02-24,Respiratory,RES-04,East,Retail,Independent Pharmacies,13,42.95,558.38,0.1457,81.35,477.03,0
TXN-00010973,2024-02-24,Antihistamines,ANT-03,East,Hospital,Independent Pharmacies,36,65.89,2372.1,0.2286,542.34,1829.76,0
TXN-00004933,2024-02-24,Hypertension,HYP-04,Central,Distributor,Tier-2 Clinics,49,75.56,3702.46,0.1919,710.4,2992.07,0
TXN-00017794,2024-02-24,Antidiabetics,ANT-04,North,Retail,Independent Pharmacies,35,111.53,3903.5,0.0447,174.41,3729.09,0
TXN-00023355,2024-02-24,Ophthalmology,OPH-06,East,Hospital,Independent Pharmacies,12,32.67,392.02,0.2619,102.66,289.35,1
TXN-00007935,2024-02-24,Antifungals,ANT-03,West,Distributor,Public Health,29,59.19,1716.58,0.147,252.38,1464.19,0
TXN-00005788,2024-02-24,Dental Care,DEN-02,Central,Hospital,Retail Chains,10,50.93,509.27,0.1943,98.94,410.33,1
TXN-00017374,2024-02-24,Antidiabetics,ANT-06,North,Government,Tier-2 Clinics,46,93.74,4312.02,0.1816,783.04,3528.98,0
TXN-00011492,2024-02-24,Antibiotics,ANT-05,North,Distributor,Tier-1 Hospitals,39,44.99,1754.48,0.2287,401.21,1353.27,0
TXN-00001260,2024-02-24,Gastrointestinal,GAS-04,West,Distributor,Tier-2 Clinics,36,32.68,1176.66,0.1193,140.38,1036.27,0
TXN-00003281,2024-02-24,Antihistamines,ANT-01,West,Distributor,Retail Chains,39,61.61,2402.62,0.242,581.44,1821.18,0
TXN-00011883,2024-02-24,Psychiatry,PSY-02,East,Government,Specialty Centers,26,30.86,802.37,0.266,213.47,588.9,0
TXN-00019805,2024-02-24,Anticoagulants,ANT-01,South,Government,Independent Pharmacies,9,38.3,344.73,0.2309,79.61,265.12,0
TXN-00010230,2024-02-24,Nephrology,NEP-07,East,Hospital,Public Health,26,140.1,3642.55,0.1506,548.45,3094.1,0
TXN-00008901,2024-02-24,Oral Rehydration,ORA-03,North,Retail,Independent Pharmacies,29,56.26,1631.51,0.1493,243.56,1387.96,0
TXN-00006143,2024-02-24,Psychiatry,PSY-04,North,Government,Tier-2 Clinics,22,31.5,693.07,0.1746,120.98,572.08,0
TXN-00020696,2024-02-24,Cardiology,CAR-08,North,Hospital,Tier-2 Clinics,5,79.19,395.96,0.1983,78.53,317.43,1
TXN-00009054,2024-02-24,Emergency Care,EME-06,South,Retail,Specialty Centers,12,49.62,595.43,0.2654,158.0,437.43,0
TXN-00022207,2024-02-24,Rheumatology,RHE-04,South,Retail,Tier-2 Clinics,21,63.47,1332.95,0.067,89.25,1243.7,0
TXN-00019216,2024-02-24,Diuretics,DIU-07,East,Distributor,Independent Pharmacies,16,40.14,642.29,0.2327,149.43,492.85,1
TXN-00020546,2024-02-24,Respiratory,RES-06,South,Distributor,Independent Pharmacies,24,39.67,952.2,0.2425,230.91,721.29,0
TXN-00011821,2024-02-24,Antidiabetics,ANT-03,South,Government,Independent Pharmacies,61,96.49,5886.17,0.2858,1682.03,4204.13,1
TXN-00000564,2024-02-24,Probiotics,PRO-06,South,Hospital,Tier-1 Hospitals,20,33.35,667.09,0.0853,56.9,610.19,0
TXN-00023817,2024-02-24,Respiratory,RES-01,South,Retail,Tier-2 Clinics,23,37.91,872.03,0.0433,37.74,834.29,0
TXN-00002963,2024-02-24,Neurology,NEU-04,South,Hospital,Tier-1 Hospitals,28,45.77,1281.6,0.1114,142.76,1138.83,0
TXN-00024402,2024-02-24,ENT,ENT-03,West,Retail,Tier-2 Clinics,32,55.03,1761.04,0.2157,379.85,1381.19,0
TXN-00012934,2024-02-24,Renal Care,REN-03,East,Retail,Public Health,5,73.95,369.76,0.1221,45.16,324.6,0
TXN-00011282,2024-02-24,Respiratory,RES-06,East,Retail,Independent Pharmacies,18,43.8,788.46,0.177,139.53,648.93,0
TXN-00019211,2024-02-24,Minerals,MIN-06,South,Government,Independent Pharmacies,27,75.35,2034.38,0.203,413.0,1621.38,0
TXN-00019026,2024-02-24,Cardiology,CAR-02,East,Retail,Specialty Centers,1,82.46,82.46,0.1474,12.16,70.3,0
TXN-00019591,2024-02-24,Lipid Management,LIP-07,South,Online,Independent Pharmacies,5,114.85,574.27,0.1466,84.21,490.06,0
TXN-00002885,2024-02-24,Weight Management,WEI-05,East,Retail,Public Health,29,39.85,1155.73,0.1317,152.18,1003.55,0
TXN-00000602,2024-02-24,Neurology,NEU-08,West,Distributor,Tier-2 Clinics,42,47.7,2003.44,0.1984,397.43,1606.01,1
TXN-00015699,2024-02-25,Hypertension,HYP-03,East,Retail,Independent Pharmacies,22,60.32,1327.09,0.0914,121.33,1205.76,0
TXN-00018487,2024-02-25,Respiratory,RES-04,East,Retail,Retail Chains,17,40.74,692.61,0.0947,65.57,627.04,0
TXN-00016820,2024-02-25,Probiotics,PRO-03,West,Government,Independent Pharmacies,13,30.33,394.23,0.2884,113.68,280.55,1
TXN-00005046,2024-02-25,Anesthesia,ANE-03,West,Distributor,Tier-1 Hospitals,22,36.37,800.03,0.2268,181.47,618.57,0
TXN-00006146,2024-02-25,Antihistamines,ANT-05,North,Hospital,Independent Pharmacies,35,60.09,2103.2,0.1404,295.26,1807.94,0
TXN-00018867,2024-02-25,ENT,ENT-05,South,Hospital,Retail Chains,41,66.6,2730.8,0.2422,661.45,2069.35,0
TXN-00022403,2024-02-25,Anesthesia,ANE-01,Central,Hospital,Retail Chains,20,39.76,795.16,0.2655,211.08,584.08,0
TXN-00008509,2024-02-25,Wound Care,WOU-05,West,Government,Retail Chains,44,71.17,3131.62,0.3526,1104.23,2027.38,1
TXN-00012686,2024-02-25,Minerals,MIN-06,Central,Online,Specialty Centers,8,65.87,526.96,0.1776,93.58,433.39,0
TXN-00004046,2024-02-25,Women Health,WOM-06,West,Distributor,Retail Chains,3,21.4,64.21,0.2193,14.08,50.13,0
TXN-00020804,2024-02-25,Antivirals,ANT-01,East,Government,Tier-2 Clinics,13,37.68,489.81,0.3694,180.93,308.88,0
TXN-00006474,2024-02-25,Wound Care,WOU-07,South,Distributor,Specialty Centers,41,89.02,3649.96,0.1109,404.61,3245.35,0
TXN-00008296,2024-02-25,Hypertension,HYP-03,West,Retail,Tier-2 Clinics,41,64.43,2641.64,0.257,678.89,1962.75,0
TXN-00022173,2024-02-25,Lipid Management,LIP-04,South,Retail,Tier-2 Clinics,7,98.11,686.76,0.1336,91.75,595.01,0
TXN-00018679,2024-02-25,Antidiabetics,ANT-08,North,Distributor,Tier-2 Clinics,52,87.2,4534.62,0.1203,545.31,3989.31,0
TXN-00006219,2024-02-25,Lipid Management,LIP-03,Central,Retail,Specialty Centers,6,114.41,686.45,0.2894,198.65,487.8,0
TXN-00014495,2024-02-25,Hormonal Therapy,HOR-08,North,Hospital,Tier-1 Hospitals,24,59.59,1430.19,0.2487,355.62,1074.57,1
TXN-00020900,2024-02-25,Hypertension,HYP-04,South,Online,Independent Pharmacies,32,68.81,2202.02,0.2345,516.35,1685.67,0
TXN-00022633,2024-02-25,Respiratory,RES-03,North,Retail,Independent Pharmacies,14,43.15,604.09,0.0911,55.03,549.06,0
TXN-00007299,2024-02-25,Allergy,ALL-05,East,Retail,Independent Pharmacies,35,59.54,2083.77,0.139,289.75,1794.02,0
TXN-00016679,2024-02-25,Antihistamines,ANT-06,Central,Distributor,Tier-2 Clinics,54,60.64,3274.41,0.2208,723.08,2551.33,0
TXN-00011028,2024-02-25,Vitamins,VIT-06,Central,Hospital,Tier-1 Hospitals,39,27.79,1083.82,0.108,117.02,966.8,0
TXN-00022168,2024-02-25,Gastrointestinal,GAS-07,South,Retail,Public Health,24,33.45,802.7,0.2097,168.34,634.36,1
TXN-00011265,2024-02-25,Cardiology,CAR-01,West,Retail,Independent Pharmacies,17,87.04,1479.66,0.1379,204.02,1275.63,0
TXN-00020079,2024-02-26,Antibiotics,ANT-02,West,Retail,Independent Pharmacies,35,52.87,1850.31,0.1302,240.89,1609.42,0
TXN-00011098,2024-02-26,Oncology Support,ONC-04,West,Hospital,Tier-1 Hospitals,4,39.85,159.39,0.2467,39.32,120.07,0
TXN-00015543,2024-02-26,Nephrology,NEP-03,East,Government,Tier-1 Hospitals,43,127.97,5502.76,0.1707,939.22,4563.54,0
TXN-00004515,2024-02-26,ENT,ENT-04,South,Retail,Public Health,36,60.53,2179.09,0.1707,371.88,1807.21,1
TXN-00006954,2024-02-26,Antihistamines,ANT-07,East,Hospital,Retail Chains,43,58.36,2509.6,0.187,469.24,2040.36,0
TXN-00024103,2024-02-26,Neurology,NEU-05,Central,Retail,Tier-1 Hospitals,18,52.21,939.84,0.2828,265.82,674.01,1
TXN-00009374,2024-02-26,Antiplatelets,ANT-01,North,Hospital,Specialty Centers,42,26.46,1111.22,0.1774,197.09,914.13,1
TXN-00005687,2024-02-26,Probiotics,PRO-07,South,Retail,Specialty Centers,10,31.37,313.68,0.2833,88.85,224.83,0
TXN-00021597,2024-02-26,Neurology,NEU-02,South,Hospital,Tier-2 Clinics,44,57.61,2534.82,0.0833,211.05,2323.77,0
TXN-00005678,2024-02-26,Antifungals,ANT-07,South,Retail,Tier-2 Clinics,23,53.66,1234.11,0.3099,382.39,851.72,0
TXN-00010073,2024-02-26,Antifungals,ANT-04,West,Retail,Retail Chains,31,55.58,1723.0,0.2093,360.54,1362.46,1
TXN-00016539,2024-02-26,Geriatrics,GER-05,East,Online,Tier-2 Clinics,26,33.96,883.04,0.1096,96.78,786.27,0
TXN-00007648,2024-02-26,Anesthesia,ANE-02,South,Online,Independent Pharmacies,11,32.87,361.55,0.1167,42.2,319.35,0
TXN-00002018,2024-02-26,Rheumatology,RHE-04,Central,Online,Tier-2 Clinics,13,67.55,878.12,0.2417,212.27,665.85,0
TXN-00002205,2024-02-26,Dental Care,DEN-07,North,Hospital,Tier-2 Clinics,5,46.42,232.11,0.2176,50.5,181.61,1
TXN-00019282,2024-02-26,Urology,URO-08,South,Government,Independent Pharmacies,10,85.52,855.23,0.2555,218.49,636.74,0
TXN-00009642,2024-02-26,Antibiotics,ANT-08,East,Government,Tier-2 Clinics,58,46.59,2702.27,0.38,1026.86,1675.41,1
TXN-00003454,2024-02-26,Antibiotics,ANT-07,North,Government,Independent Pharmacies,61,51.18,3121.9,0.1869,583.55,2538.35,0
TXN-00018343,2024-02-26,Wound Care,WOU-08,Central,Retail,Independent Pharmacies,29,72.7,2108.29,0.0882,186.05,1922.24,0
TXN-00011962,2024-02-26,Antihistamines,ANT-06,South,Retail,Tier-2 Clinics,34,53.54,1820.51,0.074,134.71,1685.8,0
TXN-00015515,2024-02-26,Women Health,WOM-01,Central,Hospital,Tier-2 Clinics,6,22.54,135.23,0.251,33.95,101.28,1
TXN-00021917,2024-02-26,ENT,ENT-03,North,Distributor,Retail Chains,45,65.67,2955.0,0.1773,523.88,2431.11,0
TXN-00015198,2024-02-26,Antihistamines,ANT-08,North,Retail,Independent Pharmacies,27,69.88,1886.7,0.1427,269.28,1617.42,0
TXN-00021795,2024-02-26,ENT,ENT-07,East,Distributor,Specialty Centers,37,66.53,2461.45,0.1675,412.24,2049.21,0
TXN-00018819,2024-02-26,ENT,ENT-03,North,Retail,Public Health,41,60.64,2486.19,0.0719,178.65,2307.54,0
TXN-00002929,2024-02-26,Minerals,MIN-08,South,Government,Specialty Centers,19,75.1,1426.84,0.2009,286.71,1140.12,0
TXN-00001828,2024-02-26,Hepatology,HEP-07,North,Government,Independent Pharmacies,45,214.89,9669.99,0.2408,2328.24,7341.75,0
TXN-00018662,2024-02-26,Respiratory,RES-08,East,Distributor,Tier-2 Clinics,28,41.62,1165.35,0.2196,255.96,909.38,0
TXN-00000376,2024-02-26,Analgesics,ANA-03,West,Online,Specialty Centers,10,114.08,1140.75,0.1255,143.2,997.56,0
TXN-00000404,2024-02-26,Pain Management,PAI-08,South,Retail,Retail Chains,9,59.82,538.34,0.0826,44.45,493.89,0
TXN-00014910,2024-02-26,Allergy,ALL-06,East,Hospital,Tier-1 Hospitals,28,50.87,1424.24,0.1538,219.11,1205.14,0
TXN-00022199,2024-02-26,Antifungals,ANT-02,West,Retail,Tier-2 Clinics,29,59.89,1736.75,0.049,85.08,1651.68,0
TXN-00013044,2024-02-26,Hepatology,HEP-08,West,Hospital,Retail Chains,50,182.52,9125.88,0.0767,700.03,8425.85,0
TXN-00008707,2024-02-26,Rheumatology,RHE-07,West,Hospital,Tier-1 Hospitals,16,72.1,1153.54,0.2032,234.39,919.15,0
TXN-00022322,2024-02-26,Women Health,WOM-07,West,Retail,Retail Chains,5,19.27,96.33,0.0591,5.69,90.64,0
TXN-00023612,2024-02-26,Antifungals,ANT-07,East,Hospital,Tier-2 Clinics,38,67.13,2550.9,0.3321,847.1,1703.79,1
TXN-00012560,2024-02-27,Neurology,NEU-04,West,Retail,Public Health,23,47.24,1086.49,0.2311,251.06,835.43,0
TXN-00013945,2024-02-27,Neurology,NEU-05,Central,Hospital,Retail Chains,45,48.06,2162.77,0.244,527.73,1635.04,0
TXN-00007624,2024-02-27,Respiratory,RES-05,Central,Distributor,Independent Pharmacies,23,36.09,830.06,0.1811,150.3,679.76,0
TXN-00021833,2024-02-27,Antivirals,ANT-01,West,Retail,Tier-2 Clinics,9,36.06,324.55,0.1177,38.22,286.34,0
TXN-00015780,2024-02-27,Hepatology,HEP-03,East,Hospital,Retail Chains,31,187.2,5803.31,0.3011,1747.51,4055.8,0
TXN-00006984,2024-02-27,Neurology,NEU-06,South,Distributor,Retail Chains,40,48.15,1925.87,0.2823,543.58,1382.29,1
TXN-00017409,2024-02-27,Anti-tubercular,ANT-05,South,Government,Tier-1 Hospitals,26,86.15,2239.89,0.2087,467.37,1772.51,0
TXN-00022571,2024-02-27,Wound Care,WOU-05,West,Hospital,Specialty Centers,37,84.24,3116.94,0.1023,318.77,2798.17,0
TXN-00019664,2024-02-27,Hypertension,HYP-05,South,Retail,Retail Chains,33,51.49,1699.06,0.368,625.34,1073.72,1
TXN-00009668,2024-02-27,Hepatology,HEP-07,West,Retail,Tier-1 Hospitals,32,158.09,5058.97,0.1268,641.33,4417.63,0
TXN-00008505,2024-02-27,Cough Cold,COU-06,South,Distributor,Independent Pharmacies,7,75.6,529.17,0.1025,54.24,474.93,0
TXN-00015130,2024-02-27,Allergy,ALL-04,North,Hospital,Independent Pharmacies,36,60.3,2170.74,0.1647,357.46,1813.28,0
TXN-00014103,2024-02-27,Anti-malarial,ANT-02,East,Retail,Retail Chains,46,39.38,1811.64,0.0642,116.31,1695.33,0
TXN-00006905,2024-02-27,Rheumatology,RHE-03,South,Retail,Independent Pharmacies,19,63.43,1205.21,0.1045,125.89,1079.32,0
TXN-00023208,2024-02-27,Probiotics,PRO-08,North,Retail,Independent Pharmacies,11,30.24,332.62,0.2415,80.33,252.29,0
TXN-00003973,2024-02-27,Oncology Support,ONC-05,South,Distributor,Retail Chains,5,47.76,238.82,0.1161,27.72,211.11,0
TXN-00011764,2024-02-27,Gastrointestinal,GAS-02,West,Hospital,Independent Pharmacies,24,35.2,844.71,0.2182,184.31,660.4,0
TXN-00007020,2024-02-27,Respiratory,RES-08,Central,Retail,Retail Chains,21,42.03,882.72,0.1126,99.36,783.35,1
TXN-00013546,2024-02-27,Analgesics,ANA-05,East,Hospital,Public Health,11,102.98,1132.82,0.1098,124.35,1008.47,0
TXN-00024277,2024-02-27,Women Health,WOM-08,Central,Distributor,Independent Pharmacies,8,19.84,158.72,0.2127,33.75,124.96,0
TXN-00009984,2024-02-27,Neurology,NEU-04,Central,Retail,Retail Chains,29,52.71,1528.73,0.3303,504.99,1023.74,0
TXN-00003265,2024-02-27,Hypertension,HYP-03,West,Retail,Retail Chains,41,59.86,2454.29,0.237,581.74,1872.55,1
TXN-00023368,2024-02-27,Geriatrics,GER-03,Central,Hospital,Public Health,40,39.34,1573.66,0.1657,260.77,1312.89,0
TXN-00006268,2024-02-27,Emergency Care,EME-05,South,Retail,Tier-1 Hospitals,13,43.52,565.73,0.0749,42.35,523.38,0
TXN-00000937,2024-02-27,Lipid Management,LIP-02,North,Hospital,Independent Pharmacies,21,105.59,2217.47,0.1763,390.98,1826.49,0
TXN-00012974,2024-02-27,Respiratory,RES-03,East,Hospital,Independent Pharmacies,18,36.18,651.29,0.1599,104.16,547.13,0
TXN-00016261,2024-02-27,Women Health,WOM-07,South,Distributor,Tier-2 Clinics,6,22.58,135.46,0.2261,30.63,104.82,1
TXN-00005871,2024-02-27,Lipid Management,LIP-02,West,Distributor,Public Health,10,108.03,1080.26,0.2423,261.8,818.46,0
TXN-00024972,2024-02-27,Lipid Management,LIP-01,North,Retail,Tier-2 Clinics,7,113.55,794.87,0.0516,40.99,753.88,0
TXN-00019372,2024-02-27,Women Health,WOM-02,South,Distributor,Tier-1 Hospitals,10,20.17,201.72,0.2339,47.17,154.55,0
TXN-00016889,2024-02-27,Rheumatology,RHE-08,Central,Retail,Independent Pharmacies,16,74.37,1189.92,0.1234,146.84,1043.08,0
TXN-00017301,2024-02-27,Hypertension,HYP-05,South,Retail,Retail Chains,24,67.11,1610.69,0.1414,227.8,1382.9,0
TXN-00013326,2024-02-27,Cardiology,CAR-05,West,Retail,Tier-1 Hospitals,9,83.23,749.09,0.1558,116.72,632.38,0
TXN-00012457,2024-02-27,Cardiology,CAR-05,East,Hospital,Public Health,9,84.63,761.63,0.1565,119.23,642.4,0
TXN-00024841,2024-02-27,Antivirals,ANT-03,Central,Retail,Retail Chains,12,34.02,408.21,0.1176,48.01,360.2,0
TXN-00021021,2024-02-27,Respiratory,RES-06,Central,Government,Independent Pharmacies,42,41.89,1759.34,0.2023,355.94,1403.4,0
TXN-00015200,2024-02-28,Rheumatology,RHE-07,South,Hospital,Tier-1 Hospitals,19,66.91,1271.3,0.086,109.29,1162.01,0
TXN-00017164,2024-02-28,Allergy,ALL-06,West,Hospital,Tier-2 Clinics,29,56.04,1625.06,0.175,284.32,1340.74,0
TXN-00012199,2024-02-28,Geriatrics,GER-04,West,Distributor,Tier-1 Hospitals,50,36.58,1829.25,0.1412,258.31,1570.94,0
TXN-00004488,2024-02-28,Anesthesia,ANE-08,West,Distributor,Tier-2 Clinics,16,36.53,584.43,0.2417,141.26,443.18,0
TXN-00005721,2024-02-28,Antifungals,ANT-05,North,Retail,Independent Pharmacies,34,55.71,1894.15,0.0699,132.48,1761.67,0
TXN-00016015,2024-02-28,Weight Management,WEI-01,North,Hospital,Tier-1 Hospitals,39,39.91,1556.57,0.2747,427.6,1128.97,0
TXN-00016130,2024-02-28,Analgesics,ANA-05,East,Retail,Specialty Centers,13,110.25,1433.21,0.1016,145.55,1287.65,0
TXN-00003997,2024-02-28,Women Health,WOM-03,South,Distributor,Independent Pharmacies,7,21.49,150.43,0.2428,36.52,113.91,0
TXN-00017929,2024-02-28,Analgesics,ANA-02,Central,Government,Retail Chains,23,113.09,2601.1,0.2268,589.85,2011.25,1
TXN-00022765,2024-02-28,Hormonal Therapy,HOR-01,Central,Hospital,Tier-2 Clinics,24,60.79,1458.98,0.0672,98.04,1360.94,0
TXN-00007335,2024-02-28,Respiratory,RES-06,East,Retail,Retail Chains,21,41.75,876.78,0.1735,152.14,724.64,0
TXN-00009266,2024-02-28,Anti-malarial,ANT-06,West,Retail,Tier-2 Clinics,38,32.45,1233.22,0.0478,58.95,1174.27,0
TXN-00021777,2024-02-28,Antihistamines,ANT-05,West,Retail,Independent Pharmacies,33,63.76,2104.13,0.1464,307.97,1796.16,0
TXN-00024353,2024-02-28,Antidiabetics,ANT-08,North,Distributor,Independent Pharmacies,52,111.4,5792.66,0.1315,761.78,5030.88,0
TXN-00010871,2024-02-28,ENT,ENT-01,North,Retail,Tier-1 Hospitals,34,62.04,2109.39,0.123,259.35,1850.04,0
TXN-00000920,2024-02-28,Wound Care,WOU-04,West,Government,Tier-2 Clinics,46,88.54,4072.86,0.1789,728.75,3344.12,0
TXN-00019980,2024-02-28,Lipid Management,LIP-01,South,Online,Retail Chains,5,110.58,552.92,0.1697,93.81,459.1,0
TXN-00006016,2024-02-28,Oncology Support,ONC-01,South,Distributor,Specialty Centers,8,49.65,397.17,0.1487,59.04,338.13,0
TXN-00005367,2024-02-28,Cardiology,CAR-03,West,Online,Tier-2 Clinics,5,81.14,405.7,0.189,76.67,329.03,1
TXN-00011272,2024-02-28,Oncology Support,ONC-03,North,Hospital,Tier-2 Clinics,4,45.59,182.38,0.2923,53.31,129.06,1
TXN-00012012,2024-02-28,Hormonal Therapy,HOR-01,North,Retail,Specialty Centers,23,54.28,1248.39,0.1512,188.77,1059.62,1
TXN-00012776,2024-02-28,Analgesics,ANA-06,North,Distributor,Tier-2 Clinics,15,117.41,1761.2,0.3329,586.36,1174.84,0
TXN-00003108,2024-02-28,Fertility,FER-01,West,Retail,Tier-1 Hospitals,18,69.7,1254.67,0.1589,199.39,1055.29,0
TXN-00013041,2024-02-28,ENT,ENT-05,South,Distributor,Independent Pharmacies,39,65.76,2564.8,0.1255,321.78,2243.01,0
TXN-00023298,2024-02-28,Gastrointestinal,GAS-01,South,Retail,Specialty Centers,23,28.34,651.77,0.3019,196.77,455.0,0
TXN-00008962,2024-02-28,Vitamins,VIT-04,North,Distributor,Retail Chains,35,29.92,1047.1,0.2015,211.0,836.1,0
TXN-00013404,2024-02-28,Insulin,INS-06,South,Hospital,Retail Chains,21,131.92,2770.38,0.2465,682.89,2087.49,0
TXN-00000445,2024-02-28,Lipid Management,LIP-02,West,Government,Tier-2 Clinics,4,104.85,419.38,0.1483,62.2,357.18,0
TXN-00003886,2024-02-29,Neurology,NEU-06,East,Retail,Tier-2 Clinics,26,53.29,1385.5,0.0846,117.15,1268.35,0
TXN-00007069,2024-02-29,Geriatrics,GER-01,North,Retail,Specialty Centers,37,35.09,1298.49,0.201,260.97,1037.53,0
TXN-00023681,2024-02-29,Antibiotics,ANT-07,Central,Retail,Public Health,42,51.63,2168.57,0.2245,486.77,1681.8,1
TXN-00017132,2024-02-29,Geriatrics,GER-03,West,Retail,Tier-1 Hospitals,37,40.62,1502.94,0.1263,189.76,1313.19,0
TXN-00017021,2024-02-29,Dermatology,DER-08,West,Retail,Retail Chains,10,37.64,376.41,0.0785,29.54,346.87,0
TXN-00016898,2024-02-29,Minerals,MIN-04,South,Distributor,Tier-1 Hospitals,17,85.07,1446.16,0.3513,508.01,938.16,0
TXN-00012861,2024-02-29,Anti-malarial,ANT-04,South,Retail,Independent Pharmacies,39,39.57,1543.38,0.2112,325.96,1217.42,0
TXN-00002101,2024-02-29,Minerals,MIN-05,West,Retail,Public Health,16,75.24,1203.87,0.2666,320.92,882.95,1
TXN-00007731,2024-02-29,Antibiotics,ANT-03,North,Retail,Specialty Centers,41,46.85,1920.91,0.1895,364.06,1556.85,1
TXN-00014050,2024-02-29,Cough Cold,COU-01,South,Online,Tier-1 Hospitals,7,94.96,664.74,0.1147,76.24,588.5,0
TXN-00006760,2024-02-29,Hepatology,HEP-02,North,Hospital,Tier-1 Hospitals,34,198.79,6758.9,0.1503,1015.67,5743.23,0
TXN-00006314,2024-02-29,Pediatrics,PED-01,South,Distributor,Retail Chains,51,64.74,3301.56,0.1414,466.85,2834.71,0
TXN-00015624,2024-02-29,Hepatology,HEP-04,North,Distributor,Tier-1 Hospitals,40,215.74,8629.78,0.2252,1943.6,6686.18,0
TXN-00010645,2024-02-29,Hypertension,HYP-04,West,Hospital,Independent Pharmacies,31,65.46,2029.41,0.1856,376.7,1652.7,0
TXN-00014012,2024-02-29,Wound Care,WOU-03,South,Retail,Tier-2 Clinics,33,94.81,3128.69,0.094,294.12,2834.57,0
TXN-00004857,2024-02-29,Oncology Support,ONC-04,North,Retail,Tier-1 Hospitals,10,46.65,466.46,0.0787,36.7,429.76,0
TXN-00008905,2024-02-29,ENT,ENT-01,North,Distributor,Public Health,38,68.13,2588.97,0.1991,515.56,2073.41,0
TXN-00018418,2024-02-29,Respiratory,RES-04,Central,Distributor,Tier-2 Clinics,19,39.5,750.43,0.2324,174.38,576.05,0
TXN-00020738,2024-02-29,Psychiatry,PSY-05,West,Retail,Tier-2 Clinics,12,26.5,318.03,0.1322,42.05,275.98,0
TXN-00022578,2024-02-29,Respiratory,RES-02,Central,Hospital,Tier-2 Clinics,29,38.07,1103.95,0.1516,167.31,936.64,1
TXN-00010606,2024-02-29,Antibiotics,ANT-01,Central,Retail,Tier-1 Hospitals,35,50.27,1759.49,0.094,165.43,1594.07,0
TXN-00022297,2024-02-29,Anti-inflammatory,ANT-08,South,Distributor,Retail Chains,41,44.04,1805.68,0.2923,527.73,1277.95,0
TXN-00012548,2024-02-29,Cardiology,CAR-03,Central,Hospital,Tier-1 Hospitals,15,87.7,1315.46,0.2023,266.09,1049.37,0
TXN-00004940,2024-02-29,Gastrointestinal,GAS-02,West,Retail,Tier-2 Clinics,20,33.85,676.93,0.1336,90.4,586.53,0
TXN-00021464,2024-02-29,Oral Rehydration,ORA-01,East,Distributor,Specialty Centers,38,55.76,2118.93,0.2693,570.64,1548.29,1
TXN-00021469,2024-02-29,Anti-malarial,ANT-04,Central,Government,Tier-1 Hospitals,58,34.7,2012.51,0.2044,411.39,1601.13,0
TXN-00024447,2024-02-29,Analgesics,ANA-06,East,Retail,Specialty Centers,11,119.24,1311.67,0.1224,160.56,1151.11,0
TXN-00002483,2024-02-29,Rheumatology,RHE-03,South,Distributor,Tier-1 Hospitals,29,69.88,2026.4,0.0989,200.31,1826.09,0
TXN-00013652,2024-02-29,Anti-inflammatory,ANT-01,West,Retail,Tier-2 Clinics,38,59.93,2277.48,0.1124,256.1,2021.38,0
TXN-00013902,2024-02-29,Vitamins,VIT-07,North,Distributor,Independent Pharmacies,41,26.8,1098.75,0.156,171.36,927.4,0
