month,drug_category,net_sales,units_sold,transaction_count,avg_discount_rate,campaign_share,month_date,lag_1_sales,lag_2_sales,lag_1_units,lag_1_transaction_count,lag_1_avg_discount_rate,lag_1_campaign_share,rolling_3_sales,rolling_3_units,month_number,time_index
2024-09,Antiplatelets,1130.88,58,2,0.22265,0.0,2024-09-01,2169.44,2317.33,102.0,4.0,0.14552500000000002,0.0,2502.353333333333,115.33333333333333,9,9
2024-10,Antiplatelets,1405.85,77,2,0.28959999999999997,0.5,2024-10-01,1130.88,2169.44,58.0,2.0,0.22265,0.0,1872.55,91.66666666666667,10,10
2024-11,Antiplatelets,3135.64,154,5,0.19236,0.2,2024-11-01,1405.85,1130.88,77.0,2.0,0.28959999999999997,0.5,1568.7233333333334,79.0,11,11
2024-12,Antiplatelets,424.22,20,1,0.1362,0.0,2024-12-01,3135.64,1405.85,154.0,5.0,0.19236,0.2,1890.79,96.33333333333333,12,12
2025-01,Antiplatelets,4849.07,226,7,0.1750857142857143,0.0,2025-01-01,424.22,3135.64,20.0,1.0,0.1362,0.0,1655.2366666666667,83.66666666666667,1,13
2025-02,Antiplatelets,2930.78,142,4,0.15215,0.0,2025-02-01,4849.07,424.22,226.0,7.0,0.1750857142857143,0.0,2802.976666666667,133.33333333333334,2,14
2025-03,Antiplatelets,3884.19,204,5,0.25476,0.2,2025-03-01,2930.78,4849.07,142.0,4.0,0.15215,0.0,2734.6900000000005,129.33333333333334,3,15
2025-04,Antiplatelets,656.73,33,1,0.189,0.0,2025-04-01,3884.19,2930.78,204.0,5.0,0.25476,0.2,3888.013333333334,190.66666666666666,4,16
2025-05,Antiplatelets,3642.6,194,4,0.2511,0.0,2025-05-01,656.73,3884.19,33.0,1.0,0.189,0.0,2490.566666666667,126.33333333333333,5,17
2025-06,Antiplatelets,6320.53,270,7,0.13327142857142857,0.14285714285714285,2025-06-01,3642.6,656.73,194.0,4.0,0.2511,0.0,2727.84,143.66666666666666,6,18
2025-07,Antiplatelets,1674.4299999999998,81,2,0.12565,0.0,2025-07-01,6320.53,3642.6,270.0,7.0,0.13327142857142857,0.14285714285714285,3539.9533333333334,165.66666666666666,7,19
2025-08,Antiplatelets,2962.06,132,4,0.182275,0.25,2025-08-01,1674.4299999999998,6320.53,81.0,2.0,0.12565,0.0,3879.186666666667,181.66666666666666,8,20
2025-09,Antiplatelets,3689.92,174,5,0.16587999999999997,0.2,2025-09-01,2962.06,1674.4299999999998,132.0,4.0,0.182275,0.25,3652.34,161.0,9,21
2025-10,Antiplatelets,2683.98,134,4,0.191725,0.0,2025-10-01,3689.92,2962.06,174.0,5.0,0.16587999999999997,0.2,2775.47,129.0,10,22
2025-11,Antiplatelets,2733.7,139,4,0.233425,0.25,2025-11-01,2683.98,3689.92,134.0,4.0,0.191725,0.0,3111.986666666667,146.66666666666666,11,23
2024-01,Antivirals,8828.09,318,43,0.19029767441860465,0.18604651162790697,2024-01-01,,,,,,,,,1,1
2024-02,Antivirals,5695.14,207,24,0.18481666666666666,0.16666666666666666,2024-02-01,8828.09,,318.0,43.0,0.19029767441860465,0.18604651162790697,8828.09,318.0,2,2
2024-03,Antivirals,6289.92,224,29,0.1758310344827586,0.1724137931034483,2024-03-01,5695.14,8828.09,207.0,24.0,0.18481666666666666,0.16666666666666666,7261.615,262.5,3,3
2024-04,Antivirals,8486.8,314,39,0.20166153846153845,0.23076923076923078,2024-04-01,6289.92,5695.14,224.0,29.0,0.1758310344827586,0.1724137931034483,6937.716666666667,249.66666666666666,4,4
2024-05,Antivirals,7286.18,256,34,0.18463823529411766,0.14705882352941177,2024-05-01,8486.8,6289.92,314.0,39.0,0.20166153846153845,0.23076923076923078,6823.953333333334,248.33333333333334,5,5
2024-06,Antivirals,6608.79,237,32,0.207434375,0.25,2024-06-01,7286.18,8486.8,256.0,34.0,0.18463823529411766,0.14705882352941177,7354.3,264.6666666666667,6,6
2024-07,Antivirals,4389.78,163,21,0.1845952380952381,0.23809523809523808,2024-07-01,6608.79,7286.18,237.0,32.0,0.207434375,0.25,7460.59,269.0,7,7
2024-08,Antivirals,8840.18,311,39,0.17904102564102564,0.07692307692307693,2024-08-01,4389.78,6608.79,163.0,21.0,0.1845952380952381,0.23809523809523808,6094.916666666667,218.66666666666666,8,8
2024-09,Antivirals,4972.39,189,25,0.210196,0.08,2024-09-01,8840.18,4389.78,311.0,39.0,0.17904102564102564,0.07692307692307693,6612.916666666667,237.0,9,9
2024-10,Antivirals,6400.72,239,32,0.206046875,0.1875,2024-10-01,4972.39,8840.18,189.0,25.0,0.210196,0.08,6067.45,221.0,10,10
2024-11,Antivirals,5685.67,207,28,0.20235714285714285,0.17857142857142858,2024-11-01,6400.72,4972.39,239.0,32.0,0.206046875,0.1875,6737.763333333333,246.33333333333334,11,11
2024-12,Antivirals,7615.32,280,33,0.20535757575757574,0.21212121212121213,2024-12-01,5685.67,6400.72,207.0,28.0,0.20235714285714285,0.17857142857142858,5686.259999999999,211.66666666666666,12,12
2025-01,Antivirals,7598.39,269,36,0.17172500000000002,0.16666666666666666,2025-01-01,7615.32,5685.67,280.0,33.0,0.20535757575757574,0.21212121212121213,6567.236666666667,242.0,1,13
2025-02,Antivirals,5660.68,204,23,0.19120434782608697,0.17391304347826086,2025-02-01,7598.39,7615.32,269.0,36.0,0.17172500000000002,0.16666666666666666,6966.46,252.0,2,14
2025-03,Antivirals,7060.46,257,29,0.1901896551724138,0.2413793103448276,2025-03-01,5660.68,7598.39,204.0,23.0,0.19120434782608697,0.17391304347826086,6958.13,251.0,3,15
2025-04,Antivirals,7404.02,258,31,0.1757774193548387,0.0967741935483871,2025-04-01,7060.46,5660.68,257.0,29.0,0.1901896551724138,0.2413793103448276,6773.176666666666,243.33333333333334,4,16
2025-05,Antivirals,7000.0599999999995,244,26,0.16450769230769233,0.11538461538461539,2025-05-01,7404.02,7060.46,258.0,31.0,0.1757774193548387,0.0967741935483871,6708.386666666668,239.66666666666666,5,17
2025-06,Antivirals,5163.71,183,20,0.173625,0.05,2025-06-01,7000.0599999999995,7404.02,244.0,26.0,0.16450769230769233,0.11538461538461539,7154.846666666667,253.0,6,18
2025-07,Antivirals,5915.73,215,28,0.21432857142857142,0.25,2025-07-01,5163.71,7000.0599999999995,183.0,20.0,0.173625,0.05,6522.596666666667,228.33333333333334,7,19
2025-08,Antivirals,7775.87,287,34,0.2061735294117647,0.14705882352941177,2025-08-01,5915.73,5163.71,215.0,28.0,0.21432857142857142,0.25,6026.5,214.0,8,20
2025-09,Antivirals,5299.04,192,23,0.18709565217391305,0.2608695652173913,2025-09-01,7775.87,5915.73,287.0,34.0,0.2061735294117647,0.14705882352941177,6285.103333333333,228.33333333333334,9,21
2025-10,Antivirals,6377.46,227,26,0.18091153846153848,0.15384615384615385,2025-10-01,5299.04,7775.87,192.0,23.0,0.18709565217391305,0.2608695652173913,6330.213333333333,231.33333333333334,10,22
2025-11,Antivirals,7238.55,260,35,0.1762257142857143,0.05714285714285714,2025-11-01,6377.46,5299.04,227.0,26.0,0.18091153846153848,0.15384615384615385,6484.123333333334,235.33333333333334,11,23
2025-12,Antivirals,7753.75,278,36,0.18081111111111112,0.19444444444444445,2025-12-01,7238.55,6377.46,260.0,35.0,0.1762257142857143,0.05714285714285714,6305.016666666666,226.33333333333334,12,24
2024-02,Bone Health,1126.33,17,1,0.1844,0.0,2024-02-01,,,,,,,,,2,2
2024-05,Bone Health,1333.67,18,1,0.1183,0.0,2024-05-01,1126.33,,17.0,1.0,0.1844,0.0,1126.33,17.0,5,5
2024-11,Bone Health,413.17,7,1,0.2308,0.0,2024-11-01,1333.67,1126.33,18.0,1.0,0.1183,0.0,1230.0,17.5,11,11
2024-12,Bone Health,907.99,12,1,0.0929,0.0,2024-12-01,413.17,1333.67,7.0,1.0,0.2308,0.0,957.7233333333334,14.0,12,12
2025-06,Bone Health,1058.2,12,1,0.1036,0.0,2025-06-01,907.99,413.17,12.0,1.0,0.0929,0.0,884.9433333333333,12.333333333333334,6,18
2025-07,Bone Health,447.24,6,1,0.1175,0.0,2025-07-01,1058.2,907.99,12.0,1.0,0.1036,0.0,793.12,10.333333333333334,7,19
2024-01,Cardiology,34858.87,549,47,0.18753191489361704,0.1702127659574468,2024-01-01,,,,,,,,,1,1
2024-02,Cardiology,26191.73,406,35,0.18124857142857143,0.14285714285714285,2024-02-01,34858.87,,549.0,47.0,0.18753191489361704,0.1702127659574468,34858.87,549.0,2,2
2024-03,Cardiology,32609.13,531,39,0.21687179487179487,0.23076923076923078,2024-03-01,26191.73,34858.87,406.0,35.0,0.18124857142857143,0.14285714285714285,30525.300000000003,477.5,3,3
2024-04,Cardiology,25966.61,399,28,0.1937642857142857,0.32142857142857145,2024-04-01,32609.13,26191.73,531.0,39.0,0.21687179487179487,0.23076923076923078,31219.910000000003,495.3333333333333,4,4
2024-05,Cardiology,29843.14,461,39,0.18655897435897437,0.15384615384615385,2024-05-01,25966.61,32609.13,399.0,28.0,0.1937642857142857,0.32142857142857145,28255.823333333334,445.3333333333333,5,5
2024-06,Cardiology,30163.64,478,36,0.18858611111111112,0.08333333333333333,2024-06-01,29843.14,25966.61,461.0,39.0,0.18655897435897437,0.15384615384615385,29472.960000000003,463.6666666666667,6,6
2024-07,Cardiology,29635.64,474,37,0.19778378378378378,0.08108108108108109,2024-07-01,30163.64,29843.14,478.0,36.0,0.18858611111111112,0.08333333333333333,28657.796666666665,446.0,7,7
2024-08,Cardiology,34171.06,525,45,0.18705111111111108,0.1111111111111111,2024-08-01,29635.64,30163.64,474.0,37.0,0.19778378378378378,0.08108108108108109,29880.806666666667,471.0,8,8
2024-09,Cardiology,24810.93,375,36,0.16929166666666667,0.25,2024-09-01,34171.06,29635.64,525.0,45.0,0.18705111111111108,0.1111111111111111,31323.446666666667,492.3333333333333,9,9
2024-10,Cardiology,30916.54,483,47,0.1797,0.19148936170212766,2024-10-01,24810.93,34171.06,375.0,36.0,0.16929166666666667,0.25,29539.210000000003,458.0,10,10
2024-11,Cardiology,26330.32,413,36,0.20277222222222224,0.1111111111111111,2024-11-01,30916.54,24810.93,483.0,47.0,0.1797,0.19148936170212766,29966.176666666666,461.0,11,11
2024-12,Cardiology,30974.69,466,44,0.18007045454545453,0.09090909090909091,2024-12-01,26330.32,30916.54,413.0,36.0,0.20277222222222224,0.1111111111111111,27352.596666666668,423.6666666666667,12,12
2025-01,Cardiology,27186.71,431,36,0.19951388888888888,0.1388888888888889,2025-01-01,30974.69,26330.32,466.0,44.0,0.18007045454545453,0.09090909090909091,29407.183333333334,454.0,1,13
2025-02,Cardiology,29820.61,482,38,0.21464210526315788,0.07894736842105263,2025-02-01,27186.71,30974.69,431.0,36.0,0.19951388888888888,0.1388888888888889,28163.906666666666,436.6666666666667,2,14
2025-03,Cardiology,27731.02,425,33,0.19845454545454547,0.30303030303030304,2025-03-01,29820.61,27186.71,482.0,38.0,0.21464210526315788,0.07894736842105263,29327.336666666666,459.6666666666667,3,15
2025-04,Cardiology,29068.81,453,35,0.1947457142857143,0.2857142857142857,2025-04-01,27731.02,29820.61,425.0,33.0,0.19845454545454547,0.30303030303030304,28246.11333333333,446.0,4,16
2025-05,Cardiology,33734.11,522,37,0.20212432432432434,0.08108108108108109,2025-05-01,29068.81,27731.02,453.0,35.0,0.1947457142857143,0.2857142857142857,28873.48,453.3333333333333,5,17
2025-06,Cardiology,30766.87,465,35,0.18358571428571427,0.11428571428571428,2025-06-01,33734.11,29068.81,522.0,37.0,0.20212432432432434,0.08108108108108109,30177.98,466.6666666666667,6,18
2025-07,Cardiology,26647.27,405,34,0.18618529411764706,0.058823529411764705,2025-07-01,30766.87,33734.11,465.0,35.0,0.18358571428571427,0.11428571428571428,31189.929999999997,480.0,7,19
2025-08,Cardiology,27313.83,429,36,0.1814527777777778,0.1111111111111111,2025-08-01,26647.27,30766.87,405.0,34.0,0.18618529411764706,0.058823529411764705,30382.75,464.0,8,20
2025-09,Cardiology,24313.079999999998,384,36,0.19559722222222223,0.3611111111111111,2025-09-01,27313.83,26647.27,429.0,36.0,0.1814527777777778,0.1111111111111111,28242.656666666666,433.0,9,21
2025-10,Cardiology,23692.36,371,33,0.20105151515151515,0.12121212121212122,2025-10-01,24313.079999999998,27313.83,384.0,36.0,0.19559722222222223,0.3611111111111111,26091.393333333337,406.0,10,22
2025-11,Cardiology,22849.01,340,33,0.1695727272727273,0.09090909090909091,2025-11-01,23692.36,24313.079999999998,371.0,33.0,0.20105151515151515,0.12121212121212122,25106.423333333336,394.6666666666667,11,23
2025-12,Cardiology,40959.91,628,52,0.19169423076923076,0.25,2025-12-01,22849.01,23692.36,340.0,33.0,0.1695727272727273,0.09090909090909091,23618.149999999998,365.0,12,24
2024-01,Cough Cold,14177.06,199,29,0.20492758620689655,0.20689655172413793,2024-01-01,,,,,,,,,1,1
2024-02,Cough Cold,6048.0,85,11,0.16665454545454544,0.0,2024-02-01,14177.06,,199.0,29.0,0.20492758620689655,0.20689655172413793,14177.06,199.0,2,2
2024-03,Cough Cold,11536.77,164,20,0.20743999999999999,0.3,2024-03-01,6048.0,14177.06,85.0,11.0,0.16665454545454544,0.0,10112.529999999999,142.0,3,3
2024-04,Cough Cold,9274.6,128,17,0.18485294117647058,0.29411764705882354,2024-04-01,11536.77,6048.0,164.0,20.0,0.20743999999999999,0.3,10587.276666666667,149.33333333333334,4,4
2024-05,Cough Cold,12167.630000000001,180,19,0.19227894736842108,0.10526315789473684,2024-05-01,9274.6,11536.77,128.0,17.0,0.18485294117647058,0.29411764705882354,8953.123333333335,125.66666666666667,5,5
2024-06,Cough Cold,15643.76,218,23,0.18460869565217394,0.08695652173913043,2024-06-01,12167.630000000001,9274.6,180.0,19.0,0.19227894736842108,0.10526315789473684,10993.0,157.33333333333334,6,6
2024-07,Cough Cold,15671.03,231,24,0.21913749999999999,0.16666666666666666,2024-07-01,15643.76,12167.630000000001,218.0,23.0,0.18460869565217394,0.08695652173913043,12361.996666666666,175.33333333333334,7,7
2024-08,Cough Cold,20425.57,280,29,0.1747344827586207,0.034482758620689655,2024-08-01,15671.03,15643.76,231.0,24.0,0.21913749999999999,0.16666666666666666,14494.14,209.66666666666666,8,8
2024-09,Cough Cold,16411.11,237,26,0.22375384615384614,0.38461538461538464,2024-09-01,20425.57,15671.03,280.0,29.0,0.1747344827586207,0.034482758620689655,17246.786666666667,243.0,9,9
2024-10,Cough Cold,14430.460000000001,207,21,0.20729999999999998,0.23809523809523808,2024-10-01,16411.11,20425.57,237.0,26.0,0.22375384615384614,0.38461538461538464,17502.57,249.33333333333334,10,10
2024-11,Cough Cold,8976.87,128,14,0.20644285714285715,0.07142857142857142,2024-11-01,14430.460000000001,16411.11,207.0,21.0,0.20729999999999998,0.23809523809523808,17089.046666666665,241.33333333333334,11,11
2024-12,Cough Cold,10306.31,142,12,0.1666,0.08333333333333333,2024-12-01,8976.87,14430.460000000001,128.0,14.0,0.20644285714285715,0.07142857142857142,13272.813333333334,190.66666666666666,12,12
2025-01,Cough Cold,19394.97,267,22,0.17754090909090908,0.09090909090909091,2025-01-01,10306.31,8976.87,142.0,12.0,0.1666,0.08333333333333333,11237.88,159.0,1,13
2025-02,Cough Cold,8743.720000000001,123,11,0.17732727272727275,0.09090909090909091,2025-02-01,19394.97,10306.31,267.0,22.0,0.17754090909090908,0.09090909090909091,12892.716666666667,179.0,2,14
2025-03,Cough Cold,14292.3,197,15,0.18732000000000001,0.26666666666666666,2025-03-01,8743.720000000001,19394.97,123.0,11.0,0.17732727272727275,0.09090909090909091,12815.0,177.33333333333334,3,15
2025-04,Cough Cold,12246.22,168,13,0.1662076923076923,0.15384615384615385,2025-04-01,14292.3,8743.720000000001,197.0,15.0,0.18732000000000001,0.26666666666666666,14143.663333333336,195.66666666666666,4,16
2025-05,Cough Cold,20682.88,279,21,0.17820476190476192,0.09523809523809523,2025-05-01,12246.22,14292.3,168.0,13.0,0.1662076923076923,0.15384615384615385,11760.746666666666,162.66666666666666,5,17
2025-06,Cough Cold,19087.04,266,23,0.18317391304347827,0.13043478260869565,2025-06-01,20682.88,12246.22,279.0,21.0,0.17820476190476192,0.09523809523809523,15740.466666666667,214.66666666666666,6,18
2025-07,Cough Cold,9623.0,140,13,0.20535384615384616,0.0,2025-07-01,19087.04,20682.88,266.0,23.0,0.18317391304347827,0.13043478260869565,17338.713333333337,237.66666666666666,7,19
2025-08,Cough Cold,9818.68,139,14,0.20327142857142858,0.14285714285714285,2025-08-01,9623.0,19087.04,140.0,13.0,0.20535384615384616,0.0,16464.306666666667,228.33333333333334,8,20
2025-09,Cough Cold,10008.01,139,15,0.19025999999999998,0.26666666666666666,2025-09-01,9818.68,9623.0,139.0,14.0,0.20327142857142858,0.14285714285714285,12842.906666666668,181.66666666666666,9,21
2025-10,Cough Cold,6908.38,95,9,0.14978888888888886,0.0,2025-10-01,10008.01,9818.68,139.0,15.0,0.19025999999999998,0.26666666666666666,9816.563333333334,139.33333333333334,10,22
2025-11,Cough Cold,13723.68,186,18,0.1831722222222222,0.2222222222222222,2025-11-01,6908.38,10008.01,95.0,9.0,0.14978888888888886,0.0,8911.69,124.33333333333333,11,23
2025-12,Cough Cold,13819.19,187,17,0.1825235294117647,0.058823529411764705,2025-12-01,13723.68,6908.38,186.0,18.0,0.1831722222222222,0.2222222222222222,10213.356666666667,140.0,12,24
2024-01,Critical Care,3876.89,128,8,0.178175,0.125,2024-01-01,,,,,,,,,1,1
2024-02,Critical Care,1175.8700000000001,45,3,0.22103333333333333,0.0,2024-02-01,3876.89,,128.0,8.0,0.178175,0.125,3876.89,128.0,2,2
2024-03,Critical Care,1253.02,49,3,0.16526666666666667,0.0,2024-03-01,1175.8700000000001,3876.89,45.0,3.0,0.22103333333333333,0.0,2526.38,86.5,3,3
2024-04,Critical Care,2571.48,91,6,0.19263333333333332,0.3333333333333333,2024-04-01,1253.02,1175.8700000000001,49.0,3.0,0.16526666666666667,0.0,2101.9266666666667,74.0,4,4
2024-05,Critical Care,4651.15,162,11,0.1893,0.18181818181818182,2024-05-01,2571.48,1253.02,91.0,6.0,0.19263333333333332,0.3333333333333333,1666.7900000000002,61.666666666666664,5,5
2024-06,Critical Care,2490.3599999999997,85,7,0.19277142857142857,0.14285714285714285,2024-06-01,4651.15,2571.48,162.0,11.0,0.1893,0.18181818181818182,2825.216666666667,100.66666666666667,6,6
2024-07,Critical Care,814.29,31,3,0.16833333333333333,0.0,2024-07-01,2490.3599999999997,4651.15,85.0,7.0,0.19277142857142857,0.14285714285714285,3237.6633333333334,112.66666666666667,7,7
2024-08,Critical Care,1398.82,47,5,0.16532,0.0,2024-08-01,814.29,2490.3599999999997,31.0,3.0,0.16833333333333333,0.0,2651.9333333333334,92.66666666666667,8,8
2024-09,Critical Care,1191.05,47,4,0.233725,0.25,2024-09-01,1398.82,814.29,47.0,5.0,0.16532,0.0,1567.8233333333335,54.333333333333336,9,9
2024-10,Critical Care,1578.47,58,7,0.2063857142857143,0.2857142857142857,2024-10-01,1191.05,1398.82,47.0,4.0,0.233725,0.25,1134.7200000000003,41.666666666666664,10,10
2024-11,Critical Care,1942.51,66,9,0.1572,0.1111111111111111,2024-11-01,1578.47,1191.05,58.0,7.0,0.2063857142857143,0.2857142857142857,1389.446666666667,50.666666666666664,11,11
2024-12,Critical Care,402.57,14,2,0.15875,0.0,2024-12-01,1942.51,1578.47,66.0,9.0,0.1572,0.1111111111111111,1570.676666666667,57.0,12,12
2025-01,Critical Care,2143.24,76,8,0.188025,0.0,2025-01-01,402.57,1942.51,14.0,2.0,0.15875,0.0,1307.8500000000004,46.0,1,13
2025-02,Critical Care,1890.41,67,8,0.19465,0.0,2025-02-01,2143.24,402.57,76.0,8.0,0.188025,0.0,1496.1066666666668,52.0,2,14
2025-03,Critical Care,1030.25,36,5,0.1799,0.0,2025-03-01,1890.41,2143.24,67.0,8.0,0.19465,0.0,1478.7400000000005,52.333333333333336,3,15
2025-04,Critical Care,604.2,20,2,0.145,0.0,2025-04-01,1030.25,1890.41,36.0,5.0,0.1799,0.0,1687.966666666667,59.666666666666664,4,16
2025-05,Critical Care,876.98,33,3,0.1718333333333333,0.3333333333333333,2025-05-01,604.2,1030.25,20.0,2.0,0.145,0.0,1174.9533333333336,41.0,5,17
2025-06,Critical Care,1540.29,53,7,0.15219999999999997,0.0,2025-06-01,876.98,604.2,33.0,3.0,0.1718333333333333,0.3333333333333333,837.1433333333338,29.666666666666668,6,18
2025-07,Critical Care,2890.6,99,13,0.1598,0.07692307692307693,2025-07-01,1540.29,876.98,53.0,7.0,0.15219999999999997,0.0,1007.1566666666671,35.333333333333336,7,19
2025-08,Critical Care,857.3599999999999,31,4,0.25425,0.0,2025-08-01,2890.6,1540.29,99.0,13.0,0.1598,0.07692307692307693,1769.2900000000002,61.666666666666664,8,20
2025-09,Critical Care,1380.53,47,10,0.17959,0.2,2025-09-01,857.3599999999999,2890.6,31.0,4.0,0.25425,0.0,1762.75,61.0,9,21
2025-10,Critical Care,304.61,11,2,0.28974999999999995,0.5,2025-10-01,1380.53,857.3599999999999,47.0,10.0,0.17959,0.2,1709.4966666666667,59.0,10,22
2025-11,Critical Care,1547.29,52,7,0.1456142857142857,0.0,2025-11-01,304.61,1380.53,11.0,2.0,0.28974999999999995,0.5,847.5000000000003,29.666666666666668,11,23
2025-12,Critical Care,1363.21,49,7,0.2166,0.14285714285714285,2025-12-01,1547.29,304.61,52.0,7.0,0.1456142857142857,0.0,1077.4766666666671,36.666666666666664,12,24
2024-01,Dental Care,135.01,4,1,0.1127,0.0,2024-01-01,,,,,,,,,1,1
2024-02,Dental Care,1379.76,38,7,0.2032857142857143,0.2857142857142857,2024-02-01,135.01,,4.0,1.0,0.1127,0.0,135.01,4.0,2,2
2024-03,Dental Care,1284.38,38,7,0.21764285714285717,0.2857142857142857,2024-03-01,1379.76,135.01,38.0,7.0,0.2032857142857143,0.2857142857142857,757.385,21.0,3,3
2024-04,Dental Care,1615.2,45,6,0.17746666666666666,0.16666666666666666,2024-04-01,1284.38,1379.76,38.0,7.0,0.21764285714285717,0.2857142857142857,933.0500000000001,26.666666666666668,4,4
2024-05,Dental Care,948.48,28,6,0.16221666666666665,0.16666666666666666,2024-05-01,1615.2,1284.38,45.0,6.0,0.17746666666666666,0.16666666666666666,1426.4466666666667,40.333333333333336,5,5
2024-06,Dental Care,1969.0500000000002,53,11,0.14505454545454546,0.09090909090909091,2024-06-01,948.48,1615.2,28.0,6.0,0.16221666666666665,0.16666666666666666,1282.6866666666667,37.0,6,6
2024-07,Dental Care,1708.07,49,9,0.19384444444444443,0.2222222222222222,2024-07-01,1969.0500000000002,948.48,53.0,11.0,0.14505454545454546,0.09090909090909091,1510.91,42.0,7,7
2024-08,Dental Care,1470.65,42,10,0.1953,0.0,2024-08-01,1708.07,1969.0500000000002,49.0,9.0,0.19384444444444443,0.2222222222222222,1541.8666666666668,43.333333333333336,8,8
2024-09,Dental Care,851.66,24,7,0.21037142857142857,0.2857142857142857,2024-09-01,1470.65,1708.07,42.0,10.0,0.1953,0.0,1715.9233333333334,48.0,9,9
2024-10,Dental Care,1458.0,43,10,0.21025999999999997,0.3,2024-10-01,851.66,1470.65,24.0,7.0,0.21037142857142857,0.2857142857142857,1343.4599999999998,38.333333333333336,10,10
2024-11,Dental Care,179.67000000000002,6,4,0.28385,0.25,2024-11-01,1458.0,851.66,43.0,10.0,0.21025999999999997,0.3,1260.1033333333332,36.333333333333336,11,11
2024-12,Dental Care,948.5799999999999,26,6,0.17113333333333333,0.5,2024-12-01,179.67000000000002,1458.0,6.0,4.0,0.28385,0.25,829.7766666666666,24.333333333333332,12,12
2025-01,Dental Care,1225.32,34,9,0.16648888888888888,0.0,2025-01-01,948.5799999999999,179.67000000000002,26.0,6.0,0.17113333333333333,0.5,862.0833333333334,25.0,1,13
2025-02,Dental Care,1061.4,28,7,0.1576,0.0,2025-02-01,1225.32,948.5799999999999,34.0,9.0,0.16648888888888888,0.0,784.5233333333332,22.0,2,14
2025-03,Dental Care,815.59,24,8,0.22768750000000001,0.25,2025-03-01,1061.4,1225.32,28.0,7.0,0.1576,0.0,1078.4333333333334,29.333333333333332,3,15
2025-04,Dental Care,1317.61,35,7,0.15452857142857143,0.0,2025-04-01,815.59,1061.4,24.0,8.0,0.22768750000000001,0.25,1034.1033333333332,28.666666666666668,4,16
2025-05,Dental Care,1249.91,36,11,0.19437272727272728,0.18181818181818182,2025-05-01,1317.61,815.59,35.0,7.0,0.15452857142857143,0.0,1064.8666666666668,29.0,5,17
2025-06,Dental Care,875.63,27,9,0.22972222222222222,0.0,2025-06-01,1249.91,1317.61,36.0,11.0,0.19437272727272728,0.18181818181818182,1127.7033333333334,31.666666666666668,6,18
2025-07,Dental Care,1266.0,37,12,0.17552500000000001,0.0,2025-07-01,875.63,1249.91,27.0,9.0,0.22972222222222222,0.0,1147.7166666666667,32.666666666666664,7,19
2025-08,Dental Care,911.55,25,9,0.17493333333333333,0.1111111111111111,2025-08-01,1266.0,875.63,37.0,12.0,0.17552500000000001,0.0,1130.5133333333335,33.333333333333336,8,20
2025-09,Dental Care,294.67,8,2,0.19785,0.5,2025-09-01,911.55,1266.0,25.0,9.0,0.17493333333333333,0.1111111111111111,1017.7266666666668,29.666666666666668,9,21
2025-10,Dental Care,968.54,29,7,0.24214285714285716,0.14285714285714285,2025-10-01,294.67,911.55,8.0,2.0,0.19785,0.5,824.0733333333334,23.333333333333332,10,22
2025-11,Dental Care,1270.21,36,10,0.17063,0.1,2025-11-01,968.54,294.67,29.0,7.0,0.24214285714285716,0.14285714285714285,724.9200000000001,20.666666666666668,11,23
2025-12,Dental Care,1198.92,34,10,0.18378,0.1,2025-12-01,1270.21,968.54,36.0,10.0,0.17063,0.1,844.4733333333335,24.333333333333332,12,24
2024-01,Dermatology,9128.89,309,18,0.17567222222222223,0.1111111111111111,2024-01-01,,,,,,,,,1,1
2024-02,Dermatology,6372.75,208,14,0.15774285714285716,0.07142857142857142,2024-02-01,9128.89,,309.0,18.0,0.17567222222222223,0.1111111111111111,9128.89,309.0,2,2
2024-03,Dermatology,5117.76,199,10,0.23934000000000002,0.1,2024-03-01,6372.75,9128.89,208.0,14.0,0.15774285714285716,0.07142857142857142,7750.82,258.5,3,3
2024-04,Dermatology,8228.0,275,17,0.16413529411764707,0.11764705882352941,2024-04-01,5117.76,6372.75,199.0,10.0,0.23934000000000002,0.1,6873.133333333334,238.66666666666666,4,4
2024-05,Dermatology,5406.15,195,12,0.22269166666666665,0.16666666666666666,2024-05-01,8228.0,5117.76,275.0,17.0,0.16413529411764707,0.11764705882352941,6572.836666666667,227.33333333333334,5,5
2024-06,Dermatology,10723.41,372,23,0.1678695652173913,0.08695652173913043,2024-06-01,5406.15,8228.0,195.0,12.0,0.22269166666666665,0.16666666666666666,6250.636666666666,223.0,6,6
2024-07,Dermatology,6689.46,234,17,0.20383529411764706,0.23529411764705882,2024-07-01,10723.41,5406.15,372.0,23.0,0.1678695652173913,0.08695652173913043,8119.186666666666,280.6666666666667,7,7
2024-08,Dermatology,7798.15,260,19,0.17090526315789475,0.15789473684210525,2024-08-01,6689.46,10723.41,234.0,17.0,0.20383529411764706,0.23529411764705882,7606.34,267.0,8,8
2024-09,Dermatology,4620.06,159,12,0.18488333333333332,0.0,2024-09-01,7798.15,6689.46,260.0,19.0,0.17090526315789475,0.15789473684210525,8403.673333333334,288.6666666666667,9,9
2024-10,Dermatology,3185.0299999999997,105,9,0.19327777777777777,0.2222222222222222,2024-10-01,4620.06,7798.15,159.0,12.0,0.18488333333333332,0.0,6369.223333333332,217.66666666666666,10,10
